ville,pays,region,geonameid
San Miniato,Italy,Tuscany,3167953
San Miniato Basso,Italy,Tuscany,3167954
San Giovanni Valdarno,Italy,Tuscany,3168231
Rosignano Solvay-Castiglioncello,Italy,Tuscany,3168930
Prato,Italy,Tuscany,3169921
Pontedera,Italy,Tuscany,3170272
Poggibonsi,Italy,Tuscany,3170504
Pistoia,Italy,Tuscany,3170621
Pisa,Italy,Tuscany,3170647
Piombino,Italy,Tuscany,3170674
Pietrasanta,Italy,Tuscany,3170778
Montevarchi,Italy,Tuscany,3172718
Montemurlo,Italy,Tuscany,3172828
Montecatini-Terme,Italy,Tuscany,3172996
Massarosa,Italy,Tuscany,3173754
Massa,Italy,Tuscany,3173775
Marina di Massa,Italy,Tuscany,3173931
Marina di Carrara,Italy,Tuscany,3173935
Lucca,Italy,Tuscany,3174530
Livorno,Italy,Tuscany,3174659
Grosseto,Italy,Tuscany,3175786
Fornacelle,Italy,Tuscany,3176722
Follonica,Italy,Tuscany,3176849
Florence,Italy,Tuscany,3176959
Empoli,Italy,Tuscany,3177400
Colle di Val dElsa,Italy,Tuscany,3178402
Cecina,Italy,Tuscany,3179235
Cascina,Italy,Tuscany,3179977
Carrara,Italy,Tuscany,3180423
Capannori,Italy,Tuscany,3180733
Campi Bisenzio,Italy,Tuscany,3181018
Camaiore,Italy,Tuscany,3181125
Arezzo,Italy,Tuscany,3182884
Tutong,Brunei,Tutong,1820071
Tuyên Quang,Vietnam,Tuyên Quang,1563287
Udomlya,Russia,Tver Oblast,452949
Vyshniy Volochëk,Russia,Tver Oblast,470252
Tver,Russia,Tver Oblast,480060
Torzhok,Russia,Tver Oblast,481985
Rzhev,Russia,Tver Oblast,499717
Ostashkov,Russia,Tver Oblast,514259
Nelidovo,Russia,Tver Oblast,522775
Konakovo,Russia,Tver Oblast,545673
Kimry,Russia,Tver Oblast,548652
Kashin,Russia,Tver Oblast,551986
Bologoye,Russia,Tver Oblast,575349
Bezhetsk,Russia,Tver Oblast,576566
Wilten,Austria,Tyrol,2761164
Telfs,Austria,Tyrol,2763810
Pradl,Austria,Tyrol,2768442
Innsbruck,Austria,Tyrol,2775220
Hötting,Austria,Tyrol,2775479
Zavodoukovsk,Russia,Tyumen Oblast,1485357
Yalutorovsk,Russia,Tyumen Oblast,1486468
Tyumen,Russia,Tyumen Oblast,1488754
Tobolsk,Russia,Tyumen Oblast,1489530
Ishim,Russia,Tyumen Oblast,1505453
Borovskiy,Russia,Tyumen Oblast,1508879
Ureña,Venezuela,Táchira,3625655
Táriba,Venezuela,Táchira,3626402
Santa Ana,Venezuela,Táchira,3627614
Colón,Venezuela,Táchira,3628060
San Cristóbal,Venezuela,Táchira,3628473
San Antonio del Táchira,Venezuela,Táchira,3628549
Rubio,Venezuela,Táchira,3628952
Palmira,Venezuela,Táchira,3630982
Michelena,Venezuela,Táchira,3632260
Coloncito,Venezuela,Táchira,3645360
San Josecito,Venezuela,Táchira,3758764
La Fría,Venezuela,Táchira,3795152
La Grita,Venezuela,Táchira,3795170
Capacho Nuevo,Venezuela,Táchira,3795218
Tây Ninh,Vietnam,Tây Ninh Province,1566559
Phú Khương,Vietnam,Tây Ninh Province,1570549
Tébessa,Algeria,Tébessa,2477461
Hammamet,Algeria,Tébessa,2494548
El Aouinet,Algeria,Tébessa,2498667
Cheria,Algeria,Tébessa,2501404
Bir el Ater,Algeria,Tébessa,2503878
Terter,Azerbaijan,Tǝrtǝr,584871
Eldoret,Kenya,Uasin Gishu,198629
Warin Chamrap,Thailand,Ubon Ratchathani,1605069
Ubon Ratchathani,Thailand,Ubon Ratchathani,1605245
Phibun Mangsahan,Thailand,Ubon Ratchathani,1607730
Det Udom,Thailand,Ubon Ratchathani,1610940
Ujar,Azerbaijan,Ucar,584791
Pucallpa,Peru,Ucayali,3693345
San Fernando,Peru,Ucayali,12157037
Votkinsk,Russia,Udmurtiya Republic,471430
Uva,Russia,Udmurtiya Republic,477656
Sarapul,Russia,Udmurtiya Republic,498687
Mozhga,Russia,Udmurtiya Republic,524699
Izhevsk,Russia,Udmurtiya Republic,554840
Igra,Russia,Udmurtiya Republic,557469
Glazov,Russia,Udmurtiya Republic,561347
Balezino,Russia,Udmurtiya Republic,579432
Ban Nong Wua So,Thailand,Udon Thani,1599640
Udon Thani,Thailand,Udon Thani,1605239
Nam Som,Thailand,Udon Thani,1608462
Kut Chap,Thailand,Udon Thani,1609324
Ban Phan Don,Thailand,Udon Thani,1614336
Ban Dung,Thailand,Udon Thani,1619650
Ulan Bator,Mongolia,Ulaanbaatar,2028462
Ulsan,South Korea,Ulsan,1833747
Letterkenny,Ireland,Ulster,2962961
Ulyanovsk,Russia,Ulyanovsk,479123
Novoul’yanovsk,Russia,Ulyanovsk,517766
Inza,Russia,Ulyanovsk,556283
Dimitrovgrad,Russia,Ulyanovsk,566199
Barysh,Russia,Ulyanovsk,578931
Zhezqazghan,Kazakhstan,Ulytau Region,1516589
Terni,Italy,Umbria,3165771
Spoleto,Italy,Umbria,3166236
Perugia,Italy,Umbria,3171180
Foligno,Italy,Umbria,3176854
Città di Castello,Italy,Umbria,3178619
Bastia umbra,Italy,Umbria,3182289
bishopric of Perugia,Italy,Umbria,12032166
Ungheni,Moldova,Ungheni,617180
Leer,South Sudan,Unity,371466
Wels,Austria,Upper Austria,2761524
Steyr,Austria,Upper Austria,2764359
Linz,Austria,Upper Austria,2772400
Linden,Guyana,Upper Demerara-Berbice,3377408
Navrongo,Ghana,Upper East,2297505
Bolgatanga,Ghana,Upper East,2302821
Bawku,Ghana,Upper East,2303287
Ikalamavony,Madagascar,Upper Matsiatra,1064258
Fianarantsoa,Madagascar,Upper Matsiatra,1064890
Ambalavao,Madagascar,Upper Matsiatra,1083968
Malakal,South Sudan,Upper Nile,370737
Wa,Ghana,Upper West,2294206
Uppsala,Sweden,Uppsala,2666199
Gamla Uppsala,Sweden,Uppsala,2712993
Enköping,Sweden,Uppsala,2716166
Usulután,El Salvador,Usulután,3582883
Santiago de María,El Salvador,Usulután,3583199
Puerto El Triunfo,El Salvador,Usulután,3584003
Cedar City,United States,Utah,5536630
Hurricane,United States,Utah,5540831
Saint George,United States,Utah,5546220
Washington,United States,Utah,5549222
Bountiful,United States,Utah,5771826
Brigham City,United States,Utah,5771960
Centerville,United States,Utah,5772654
Clearfield,United States,Utah,5772959
Clinton,United States,Utah,5773001
Cottonwood Heights,United States,Utah,5773304
Draper,United States,Utah,5774001
Eagle Mountain,United States,Utah,5774215
East Millcreek,United States,Utah,5774301
Farmington,United States,Utah,5774662
Herriman,United States,Utah,5775782
Highland,United States,Utah,5775863
Holladay,United States,Utah,5776008
Kaysville,United States,Utah,5776715
Kearns,United States,Utah,5776727
Layton,United States,Utah,5777107
Lehi,United States,Utah,5777224
Logan,United States,Utah,5777544
Magna,United States,Utah,5777793
Midvale,United States,Utah,5778244
Millcreek,United States,Utah,5778352
Murray,United States,Utah,5778755
North Ogden,United States,Utah,5779036
North Salt Lake,United States,Utah,5779068
Ogden,United States,Utah,5779206
Orem,United States,Utah,5779334
Payson,United States,Utah,5779548
Pleasant Grove,United States,Utah,5779816
Provo,United States,Utah,5780026
Riverton,United States,Utah,5780557
Roy,United States,Utah,5780802
Salt Lake City,United States,Utah,5780993
Sandy,United States,Utah,5781061
Sandy Hills,United States,Utah,5781070
Saratoga Springs,United States,Utah,5781087
South Jordan Heights,United States,Utah,5781765
South Jordan,United States,Utah,5781770
South Ogden,United States,Utah,5781783
South Salt Lake,United States,Utah,5781794
Spanish Fork,United States,Utah,5781860
Springville,United States,Utah,5781993
Syracuse,United States,Utah,5782391
Taylorsville,United States,Utah,5782476
Tooele,United States,Utah,5783695
West Jordan,United States,Utah,5784549
West Valley City,United States,Utah,5784607
American Fork,United States,Utah,5844096
Visaginas,Lithuania,Utena,593063
Utena,Lithuania,Utena,593672
Thap Than,Thailand,Uthai Thani,1150210
Uthai Thani,Thailand,Uthai Thani,1605221
Zeist,Netherlands,Utrecht,2743977
Woerden,Netherlands,Utrecht,2744248
Wijk bij Duurstede,Netherlands,Utrecht,2744483
Vianen,Netherlands,Utrecht,2745580
Veenendaal,Netherlands,Utrecht,2745774
Utrecht,Netherlands,Utrecht,2745912
Soest,Netherlands,Utrecht,2747034
Rhenen,Netherlands,Utrecht,2748185
Nieuwegein,Netherlands,Utrecht,2750325
Mijdrecht,Netherlands,Utrecht,2750815
Maarssen,Netherlands,Utrecht,2751316
Leusden,Netherlands,Utrecht,2751687
Leerdam,Netherlands,Utrecht,2751808
IJsselstein,Netherlands,Utrecht,2753355
Driebergen-Rijsenburg,Netherlands,Utrecht,2756619
De Meern,Netherlands,Utrecht,2757295
Baarn,Netherlands,Utrecht,2759544
Amersfoort,Netherlands,Utrecht,2759821
Zamānia,India,Uttar Pradesh,1252692
Zaidpur,India,Uttar Pradesh,1252698
Wazīrganj,India,Uttar Pradesh,1252892
Vrindāvan,India,Uttar Pradesh,1253079
Varanasi,India,Uttar Pradesh,1253405
Utraula,India,Uttar Pradesh,1253638
Usehat,India,Uttar Pradesh,1253673
Unnāo,India,Uttar Pradesh,1253747
Ūn,India,Uttar Pradesh,1253785
Ujhāni,India,Uttar Pradesh,1253918
Tūndla,India,Uttar Pradesh,1254069
Tulsīpur,India,Uttar Pradesh,1254102
Tilhar,India,Uttar Pradesh,1254481
Thāna Bhawan,India,Uttar Pradesh,1254673
Thakurdwara,India,Uttar Pradesh,1254695
Tānda,India,Uttar Pradesh,1255023
Tāndā,India,Uttar Pradesh,1255024
Tājpur,India,Uttar Pradesh,1255224
Suriānwān,India,Uttar Pradesh,1255346
Sultānpur,India,Uttar Pradesh,1255491
Suār,India,Uttar Pradesh,1255597
Soron,India,Uttar Pradesh,1255704
Sītāpur,India,Uttar Pradesh,1255969
Siswā Bāzār,India,Uttar Pradesh,1255995
Sisauli,India,Uttar Pradesh,1256003
Sirsi,India,Uttar Pradesh,1256040
Sirsāganj,India,Uttar Pradesh,1256050
Sikandra Rao,India,Uttar Pradesh,1256322
Sikandarpur,India,Uttar Pradesh,1256328
Sikandarābād,India,Uttar Pradesh,1256329
Sidhaulī,India,Uttar Pradesh,1256372
Shīshgarh,India,Uttar Pradesh,1256468
Shikohābād,India,Uttar Pradesh,1256529
Shikārpūr,India,Uttar Pradesh,1256532
Sherkot,India,Uttar Pradesh,1256569
Shamsābād,India,Uttar Pradesh,1256659
Shamsābād,India,Uttar Pradesh,1256660
Shāmli,India,Uttar Pradesh,1256671
Shāhpur,India,Uttar Pradesh,1256713
Shāhjānpur,India,Uttar Pradesh,1256728
Shāhi,India,Uttar Pradesh,1256731
Shāhganj,India,Uttar Pradesh,1256735
Shāhābād,India,Uttar Pradesh,1256753
Shāhābād,India,Uttar Pradesh,1256755
Seohāra,India,Uttar Pradesh,1256832
Sardhana,India,Uttar Pradesh,1257196
Sarauli,India,Uttar Pradesh,1257219
Sarāi Mīr,India,Uttar Pradesh,1257260
Sarāi Ākil,India,Uttar Pradesh,1257268
Sandīla,India,Uttar Pradesh,1257459
Sāndi,India,Uttar Pradesh,1257461
Samthar,India,Uttar Pradesh,1257498
Sambhal,India,Uttar Pradesh,1257540
Saidpur,India,Uttar Pradesh,1257776
Sahāwar,India,Uttar Pradesh,1257799
Sahaswān,India,Uttar Pradesh,1257800
Sahaspur,India,Uttar Pradesh,1257802
Sahāranpur,India,Uttar Pradesh,1257806
Safīpur,India,Uttar Pradesh,1257854
Sadābād,India,Uttar Pradesh,1257896
Rura,India,Uttar Pradesh,1257940
Rūdarpur,India,Uttar Pradesh,1258012
Robertsganj,India,Uttar Pradesh,1258111
Richha,India,Uttar Pradesh,1258164
Reoti,India,Uttar Pradesh,1258203
Renukūt,India,Uttar Pradesh,1258207
Rāya,India,Uttar Pradesh,1258292
Rāth,India,Uttar Pradesh,1258352
Rasrā,India,Uttar Pradesh,1258380
Rānīpur,India,Uttar Pradesh,1258449
Rāmpur,India,Uttar Pradesh,1258598
Rāmpur,India,Uttar Pradesh,1258599
Rāmnagar,India,Uttar Pradesh,1258642
Raebareli,India,Uttar Pradesh,1259064
Purwā,India,Uttar Pradesh,1259157
Pūranpur,India,Uttar Pradesh,1259190
Pukhrāyān,India,Uttar Pradesh,1259283
Pipraich,India,Uttar Pradesh,1259554
Pināhat,India,Uttar Pradesh,1259647
Pilkhua,India,Uttar Pradesh,1259680
Pīlibhīt,India,Uttar Pradesh,1259686
Pihānī,India,Uttar Pradesh,1259701
Phulpur,India,Uttar Pradesh,1259735
Phaphūnd,India,Uttar Pradesh,1259801
Phalauda,India,Uttar Pradesh,1259818
Pawāyan,India,Uttar Pradesh,1260003
Parīchhatgarh,India,Uttar Pradesh,1260313
Paliā Kalān,India,Uttar Pradesh,1260713
Pahāsu,India,Uttar Pradesh,1260868
Padrauna,India,Uttar Pradesh,1260909
Pachperwa,India,Uttar Pradesh,1260954
Orai,India,Uttar Pradesh,1261039
Obra,India,Uttar Pradesh,1261086
Nūrpur,India,Uttar Pradesh,1261122
Nihtaur,India,Uttar Pradesh,1261415
Nichlaul,India,Uttar Pradesh,1261451
Nawābganj,India,Uttar Pradesh,1261639
Nawābganj,India,Uttar Pradesh,1261641
Nawābganj,India,Uttar Pradesh,1261642
Nautanwa,India,Uttar Pradesh,1261672
Naraura,India,Uttar Pradesh,1261837
Narauli,India,Uttar Pradesh,1261839
Nānpāra,India,Uttar Pradesh,1261901
Nanauta,India,Uttar Pradesh,1261998
Nakūr,India,Uttar Pradesh,1262089
Najībābād,India,Uttar Pradesh,1262109
Nagīna,India,Uttar Pradesh,1262200
Muzaffarnagar,India,Uttar Pradesh,1262332
Murādnagar,India,Uttar Pradesh,1262453
Muhammadābād,India,Uttar Pradesh,1262624
Muhammadābād,India,Uttar Pradesh,1262625
Muhammadābād,India,Uttar Pradesh,1262626
Mughal Sarāi,India,Uttar Pradesh,1262634
Mubarakpur,India,Uttar Pradesh,1262678
Morādābād,India,Uttar Pradesh,1262801
Misrikh,India,Uttar Pradesh,1262988
Mirzāpur,India,Uttar Pradesh,1262995
Mīrganj,India,Uttar Pradesh,1263015
Mīrānpur Katra,India,Uttar Pradesh,1263021
Mīrānpur,India,Uttar Pradesh,1263022
Milak,India,Uttar Pradesh,1263051
Mehndāwal,India,Uttar Pradesh,1263185
Meerut,India,Uttar Pradesh,1263214
Mawāna,India,Uttar Pradesh,1263275
Maudaha,India,Uttar Pradesh,1263303
Mau Aimma,India,Uttar Pradesh,1263306
Mau,India,Uttar Pradesh,1263311
Mathura,India,Uttar Pradesh,1263364
Mariāhu,India,Uttar Pradesh,1263523
Mārahra,India,Uttar Pradesh,1263567
Manjhanpur,India,Uttar Pradesh,1263691
Maniar,India,Uttar Pradesh,1263730
Mandāwar,India,Uttar Pradesh,1263879
Malīhābād,India,Uttar Pradesh,1264085
Mainpuri,India,Uttar Pradesh,1264292
Maholi,India,Uttar Pradesh,1264356
Mahobā,India,Uttar Pradesh,1264359
Mahmudābād,India,Uttar Pradesh,1264363
Mahārāganj,India,Uttar Pradesh,1264433
Maghar,India,Uttar Pradesh,1264504
Machhlīshahr,India,Uttar Pradesh,1264643
Lucknow,India,Uttar Pradesh,1264733
Loni,India,Uttar Pradesh,1264773
Lāwar Khās,India,Uttar Pradesh,1264989
Lar,India,Uttar Pradesh,1265053
Lalitpur,India,Uttar Pradesh,1265157
Lālganj,India,Uttar Pradesh,1265169
Lakhīmpur,India,Uttar Pradesh,1265242
Lāharpur,India,Uttar Pradesh,1265310
Kundarkhi,India,Uttar Pradesh,1265613
Kunda,India,Uttar Pradesh,1265632
Kulpahār,India,Uttar Pradesh,1265716
Kosi,India,Uttar Pradesh,1266073
Kopāganj,India,Uttar Pradesh,1266164
Konch,India,Uttar Pradesh,1266217
Kithor,India,Uttar Pradesh,1266461
Kīratpur,India,Uttar Pradesh,1266509
Kiraoli,India,Uttar Pradesh,1266510
Khūtār,India,Uttar Pradesh,1266596
Khurja,India,Uttar Pradesh,1266607
Kheri,India,Uttar Pradesh,1266762
Khekra,India,Uttar Pradesh,1266794
Khatauli,India,Uttar Pradesh,1266849
Khalīlābād,India,Uttar Pradesh,1267115
Khairābād,India,Uttar Pradesh,1267175
Khair,India,Uttar Pradesh,1267182
Khada,India,Uttar Pradesh,1267202
Kemrī,India,Uttar Pradesh,1267297
Kāsganj,India,Uttar Pradesh,1267588
Karhal,India,Uttar Pradesh,1267772
Kānth,India,Uttar Pradesh,1267972
Kānt,India,Uttar Pradesh,1267979
Kanpur,India,Uttar Pradesh,1267995
Kannauj,India,Uttar Pradesh,1268011
Kāndhla,India,Uttar Pradesh,1268138
Kamalganj,India,Uttar Pradesh,1268276
Kālpi,India,Uttar Pradesh,1268325
Kakrāla,India,Uttar Pradesh,1268540
Kākori,India,Uttar Pradesh,1268545
Kairāna,India,Uttar Pradesh,1268601
Kaimganj,India,Uttar Pradesh,1268616
Kachhwa,India,Uttar Pradesh,1268722
Kabrāi,India,Uttar Pradesh,1268739
Jhūsi,India,Uttar Pradesh,1268929
Jhinjhāna,India,Uttar Pradesh,1268961
Jhīnjhak,India,Uttar Pradesh,1268962
Jhānsi,India,Uttar Pradesh,1269006
Jhālu,India,Uttar Pradesh,1269019
Jewar,India,Uttar Pradesh,1269056
Jaunpur,India,Uttar Pradesh,1269135
Jaswantnagar,India,Uttar Pradesh,1269158
Jarwal,India,Uttar Pradesh,1269183
Jānsath,India,Uttar Pradesh,1269227
Jalesar,India,Uttar Pradesh,1269415
Jālaun,India,Uttar Pradesh,1269422
Jalālpur,India,Uttar Pradesh,1269435
Jalālī,India,Uttar Pradesh,1269441
Jalālābad,India,Uttar Pradesh,1269446
Jalālābād,India,Uttar Pradesh,1269447
Jais,India,Uttar Pradesh,1269509
Jahāngīrābād,India,Uttar Pradesh,1269551
Jagdīshpur,India,Uttar Pradesh,1269574
Itimādpur,India,Uttar Pradesh,1269646
Islāmnagar,India,Uttar Pradesh,1269670
Indergarh,India,Uttar Pradesh,1269752
Hāthras,India,Uttar Pradesh,1270216
Hastināpur,India,Uttar Pradesh,1270237
Hasanpur,India,Uttar Pradesh,1270251
Hardoī,India,Uttar Pradesh,1270370
Hāpur,India,Uttar Pradesh,1270393
Handiā,India,Uttar Pradesh,1270437
Hamīrpur,India,Uttar Pradesh,1270455
Haldaur,India,Uttar Pradesh,1270509
Gyānpur,India,Uttar Pradesh,1270576
Gursarāi,India,Uttar Pradesh,1270618
Gursahāiganj,India,Uttar Pradesh,1270619
Gunnaur,India,Uttar Pradesh,1270674
Gulāothi,India,Uttar Pradesh,1270759
Govardhan,India,Uttar Pradesh,1270863
Gorakhpur,India,Uttar Pradesh,1270927
Gondā City,India,Uttar Pradesh,1270996
Gola Gokarannāth,India,Uttar Pradesh,1271049
Ghosī,India,Uttar Pradesh,1271259
Ghazīpur,India,Uttar Pradesh,1271306
Ghāziābād,India,Uttar Pradesh,1271308
Ghātampur,India,Uttar Pradesh,1271345
Garhmuktesar,India,Uttar Pradesh,1271543
Gangoh,India,Uttar Pradesh,1271644
Gajraula,India,Uttar Pradesh,1271780
Fīrozābād,India,Uttar Pradesh,1271885
Fatehpur Sīkri,India,Uttar Pradesh,1271900
Fatehpur,India,Uttar Pradesh,1271911
Fatehpur,India,Uttar Pradesh,1271912
Fatehganj West,India,Uttar Pradesh,1271929
Fatehābād,India,Uttar Pradesh,1271936
Farrukhābād,India,Uttar Pradesh,1271942
Farīdpur,India,Uttar Pradesh,1271947
Fyzābād,India,Uttar Pradesh,1271976
Etāwah,India,Uttar Pradesh,1271987
Ganj Dundwāra,India,Uttar Pradesh,1272207
Dibai,India,Uttar Pradesh,1272653
Dhaurahra,India,Uttar Pradesh,1272802
Dhanaura,India,Uttar Pradesh,1272983
Dhāmpur,India,Uttar Pradesh,1273002
Deoria,India,Uttar Pradesh,1273193
Deoraniān,India,Uttar Pradesh,1273206
Deoband,India,Uttar Pradesh,1273265
Dātāganj,India,Uttar Pradesh,1273409
Dāsna,India,Uttar Pradesh,1273416
Dādri,India,Uttar Pradesh,1273724
Colonelganj,India,Uttar Pradesh,1273850
Chunār,India,Uttar Pradesh,1273923
Chillupār,India,Uttar Pradesh,1274195
Chhibrāmau,India,Uttar Pradesh,1274315
Chhāta,India,Uttar Pradesh,1274343
Chharra,India,Uttar Pradesh,1274346
Chhaprauli,India,Uttar Pradesh,1274351
Charthāwal,India,Uttar Pradesh,1274560
Charkhāri,India,Uttar Pradesh,1274574
Chāndpur,India,Uttar Pradesh,1274714
Chanduasi,India,Uttar Pradesh,1274767
Chandauli,India,Uttar Pradesh,1274770
Bulandshahr,India,Uttar Pradesh,1275120
Budhāna,India,Uttar Pradesh,1275152
Budaun,India,Uttar Pradesh,1275163
Biswān,India,Uttar Pradesh,1275435
Bisauli,India,Uttar Pradesh,1275476
Bīsalpur,India,Uttar Pradesh,1275481
Bindki,India,Uttar Pradesh,1275572
Bilthra,India,Uttar Pradesh,1275589
Bilsi,India,Uttar Pradesh,1275590
Bilsanda,India,Uttar Pradesh,1275593
Bilhaur,India,Uttar Pradesh,1275614
Bilgrām,India,Uttar Pradesh,1275618
Bīlāspur,India,Uttar Pradesh,1275634
Bilāri,India,Uttar Pradesh,1275646
Bijnor,India,Uttar Pradesh,1275679
Bidhūna,India,Uttar Pradesh,1275732
Bhongaon,India,Uttar Pradesh,1275849
Bhinga,India,Uttar Pradesh,1275921
Bharwāri,India,Uttar Pradesh,1276095
Bharthana,India,Uttar Pradesh,1276103
Bhadohi,India,Uttar Pradesh,1276335
Bewar,India,Uttar Pradesh,1276381
Bela,India,Uttar Pradesh,1276574
Behat,India,Uttar Pradesh,1276600
Bastī,India,Uttar Pradesh,1276736
Bareilly,India,Uttar Pradesh,1277013
Baraut,India,Uttar Pradesh,1277044
Bānsi,India,Uttar Pradesh,1277232
Bānsdīh,India,Uttar Pradesh,1277238
Bāngarmau,India,Uttar Pradesh,1277318
Bānda,India,Uttar Pradesh,1277397
Banat,India,Uttar Pradesh,1277409
Balrāmpur,India,Uttar Pradesh,1277525
Bahraigh,India,Uttar Pradesh,1277799
Bahjoi,India,Uttar Pradesh,1277808
Baheri,India,Uttar Pradesh,1277814
Bāh,India,Uttar Pradesh,1277841
Bāghpat,India,Uttar Pradesh,1277882
Bachhraon,India,Uttar Pradesh,1278036
Babrāla,India,Uttar Pradesh,1278052
Babīna,India,Uttar Pradesh,1278058
Baberu,India,Uttar Pradesh,1278064
Azamgarh,India,Uttar Pradesh,1278083
Ayodhya,India,Uttar Pradesh,1278094
Auraiya,India,Uttar Pradesh,1278152
Atraulī,India,Uttar Pradesh,1278190
Atarra,India,Uttar Pradesh,1278228
Aonla,India,Uttar Pradesh,1278498
Anūpshahr,India,Uttar Pradesh,1278507
Amroha,India,Uttar Pradesh,1278708
Prayagraj,India,Uttar Pradesh,1278994
Alīgarh,India,Uttar Pradesh,1279017
Alīganj,India,Uttar Pradesh,1279023
Akbarpur,India,Uttar Pradesh,1279134
Akbarpur,India,Uttar Pradesh,1279135
Ahraura,India,Uttar Pradesh,1279219
Agra,India,Uttar Pradesh,1279259
Afzalgarh,India,Uttar Pradesh,1279307
Achhnera,India,Uttar Pradesh,1279382
Greater Noida,India,Uttar Pradesh,6954929
Noida,India,Uttar Pradesh,7279746
Lalganj,India,Uttar Pradesh,12501265
